time,ax,ay,az,aT
0.002000,0.0036,0.0003,0.0062,0.007
0.002000,-0.0436,0.0223,-0.0176,0.052
0.006000,-0.0288,0.0656,-0.0056,0.072
0.011000,0.0215,0.0919,-0.0056,0.095
0.016000,0.0383,0.1015,-0.0127,0.109
0.021000,0.0151,0.0969,-0.0197,0.100
0.027000,0.0038,0.0966,-0.0172,0.098
0.031000,0.0136,0.1031,-0.0123,0.105
0.036000,-0.0007,0.1093,-0.0004,0.109
0.041000,-0.0220,0.1202,0.0020,0.122
0.046000,-0.0194,0.1335,0.0044,0.135
0.051000,0.0045,0.1420,0.0020,0.142
0.056000,0.0186,0.1268,-0.0052,0.128
0.062000,0.0041,0.0736,0.0138,0.075
0.066000,0.0064,0.0161,0.0113,0.021
0.070000,0.0253,-0.0197,-0.0101,0.034
0.076000,0.0395,-0.0481,-0.0148,0.064
0.080000,0.0393,-0.0667,0.0067,0.078
0.086000,0.0176,-0.0758,0.0233,0.081
0.092000,-0.0139,-0.0587,0.0184,0.063
0.095000,-0.2885,-0.1016,0.0301,0.307
0.100000,-0.4225,-0.0968,-0.0294,0.434
0.105000,-0.1253,0.0265,-0.0458,0.136
0.110000,0.1449,0.1348,0.0211,0.199
0.115000,0.2860,0.2212,0.0233,0.362
0.120000,0.3010,0.2858,0.0421,0.417
0.126000,0.1993,0.2931,0.0133,0.355
0.130000,0.0628,0.2386,-0.0676,0.256
0.135000,-0.0083,0.1940,-0.0433,0.199
0.140000,-0.0005,0.1831,-0.0310,0.186
0.145000,-0.0048,0.1602,-0.0427,0.166
0.150000,-0.0282,0.1256,-0.0162,0.130
0.154000,-0.0064,0.2073,-0.0018,0.207
0.166000,-0.0089,0.2813,-0.0469,0.285
0.166000,-0.0587,0.2528,-0.0797,0.271
0.169000,-0.0487,0.2365,-0.0292,0.243
0.174000,0.0087,0.2369,0.0161,0.238
0.179000,0.0230,0.2205,0.0326,0.224
0.185000,-0.0223,0.1971,0.0062,0.199
0.189000,-0.0626,0.1668,-0.0365,0.182
0.195000,-0.0432,0.1460,-0.0006,0.152
0.199000,-0.0598,0.1202,0.0541,0.145
0.204000,-0.1681,0.1629,0.1842,0.298
0.210000,-0.1226,0.2442,-0.0618,0.280
0.214000,0.0224,0.1972,-0.2203,0.297
0.219000,0.1154,0.1339,-0.0333,0.180
0.225000,0.1313,0.1350,-0.0948,0.211
0.229000,0.0183,0.0932,-0.0560,0.110
0.233000,0.0367,0.0993,-0.0080,0.106
0.238000,0.1436,0.1626,0.0182,0.218
0.245000,0.1364,0.1733,0.0726,0.232
0.248000,0.0173,0.1318,0.0435,0.140
0.253000,-0.1372,0.0598,-0.0352,0.154
0.258000,-0.1652,0.0235,-0.0729,0.182
0.266000,-0.0245,0.0444,-0.0604,0.079
0.268000,0.1157,0.0725,-0.0528,0.146
0.273000,0.1276,0.0247,0.0022,0.130
0.278000,0.0803,-0.0799,0.0782,0.138
0.283000,0.0354,-0.2193,0.0846,0.238
0.288000,0.0003,-0.3573,0.0507,0.361
0.293000,-0.0200,-0.4893,0.0241,0.490
0.297000,-0.0376,-0.6132,0.0191,0.615
0.303000,-0.0769,-0.6934,0.0095,0.698
0.310000,-0.0974,-0.7540,-0.0048,0.760
0.313000,-0.0515,-0.8116,-0.0001,0.813
0.317000,-0.0225,-0.9020,0.0688,0.905
0.322000,-0.0179,-0.9966,0.1086,1.003
0.328000,0.0193,-1.0880,0.0459,1.089
0.332000,0.0900,-1.1481,0.0812,1.155
0.337000,0.1559,-0.9779,0.1921,1.009
0.343000,0.1659,-0.5858,0.0837,0.615
0.348000,0.1188,-0.2466,-0.0784,0.285
0.352000,0.0397,-0.1376,-0.0089,0.144
0.357000,0.0090,-0.1622,0.0363,0.166
0.362000,0.0540,-0.2033,0.0003,0.210
0.367000,0.0604,-0.2703,-0.0115,0.277
0.371000,0.0099,-0.3580,-0.0233,0.359
