time,ax,ay,az,aT
1.635000,0.0054,0.0072,-0.0125,0.015
1.640000,0.0124,-0.0025,-0.0172,0.021
1.645000,0.0052,-0.0027,-0.0100,0.012
1.650000,0.0005,-0.0194,-0.0052,0.020
1.654000,-0.0136,-0.0265,-0.0052,0.030
1.667000,-0.0064,-0.0098,-0.0004,0.012
1.668000,0.0007,0.0044,0.0091,0.010
1.669000,-0.0063,0.0208,0.0137,0.026
1.698000,-0.0086,0.0299,0.0064,0.032
1.699000,-0.0061,0.0341,-0.0032,0.035
1.700000,-0.0155,0.0502,-0.0127,0.054
1.700000,-0.0178,0.0543,-0.0198,0.061
1.700000,-0.0058,0.0466,-0.0292,0.055
1.701000,-0.0058,0.0343,-0.0361,0.050
1.704000,-0.0058,0.0079,-0.0239,0.026
1.711000,0.0012,-0.0111,0.0024,0.011
1.714000,0.0035,-0.0109,0.0167,0.020
1.718000,0.0130,-0.0107,0.0166,0.024
1.724000,0.0105,-0.0224,0.0117,0.027
1.729000,0.0011,-0.0197,0.0093,0.022
1.733000,0.0085,0.0018,-0.0027,0.009
1.738000,0.0086,0.0065,-0.0074,0.013
1.744000,0.0111,0.0135,-0.0121,0.021
1.748000,0.0088,0.0181,-0.0121,0.023
1.753000,-0.0031,0.0131,0.0046,0.014
1.760000,-0.0078,-0.0108,-0.0025,0.014
1.764000,-0.0004,-0.0178,-0.0072,0.019
1.768000,0.0022,-0.0033,0.0071,0.008
1.774000,0.0024,0.0039,-0.0025,0.005
1.795000,0.0050,0.0135,-0.0072,0.016
1.797000,0.0100,0.0039,0.0048,0.012
1.797000,-0.0042,-0.0149,0.0119,0.020
1.797000,-0.0111,-0.0218,0.0094,0.026
1.799000,0.0035,-0.0050,0.0117,0.013
1.803000,0.0061,0.0188,0.0235,0.031
1.810000,-0.0009,0.0351,0.0256,0.043
1.814000,-0.0103,0.0441,0.0111,0.047
1.818000,-0.0055,0.0365,-0.0080,0.038
1.823000,-0.0032,0.0053,-0.0151,0.016
1.829000,-0.0009,-0.0186,-0.0031,0.019
1.832000,0.0016,-0.0232,0.0041,0.024
1.838000,0.0136,-0.0229,0.0112,0.029
1.843000,0.0136,-0.0155,0.0182,0.028
1.848000,-0.0078,-0.0011,0.0038,0.009
1.853000,-0.0029,0.0035,0.0061,0.008
1.858000,0.0018,0.0033,0.0108,0.011
1.863000,-0.0030,0.0055,-0.0060,0.009
1.868000,0.0090,-0.0160,-0.0060,0.019
1.873000,0.0233,-0.0256,-0.0083,0.036
1.880000,0.0233,-0.0136,-0.0107,0.029
1.882000,0.0090,-0.0065,-0.0059,0.013
1.887000,-0.0075,-0.0018,-0.0153,0.017
1.894000,-0.0145,0.0172,-0.0152,0.027
1.897000,-0.0120,0.0431,-0.0104,0.046
1.902000,-0.0214,0.0641,-0.0245,0.072
1.908000,-0.0214,0.0445,-0.0314,0.059
1.912000,-0.0119,0.0015,-0.0359,0.038
1.916000,-0.0024,-0.0174,-0.0332,0.038
1.922000,0.0095,-0.0218,-0.0115,0.026
1.927000,0.0072,-0.0285,0.0076,0.030
1.932000,-0.0022,-0.0210,0.0123,0.024
1.937000,-0.0045,-0.0018,0.0265,0.027
1.944000,-0.0115,0.0150,0.0287,0.034
1.947000,-0.0139,0.0220,0.0142,0.030
1.952000,-0.0091,0.0194,0.0070,0.023
1.957000,-0.0043,0.0216,-0.0050,0.023
1.962000,-0.0042,0.0262,-0.0192,0.033
1.967000,-0.0089,0.0331,-0.0238,0.042
1.972000,-0.0136,0.0377,-0.0283,0.049
1.982000,-0.0159,0.0280,-0.0328,0.046
1.982000,-0.0134,0.0114,-0.0206,0.027
1.986000,-0.0207,0.0091,-0.0085,0.024
1.991000,-0.0112,0.0045,-0.0012,0.012
1.996000,0.0053,-0.0047,0.0131,0.015
2.001000,0.0029,-0.0140,0.0344,0.037
2.006000,0.0101,-0.0161,0.0318,0.037
2.010000,0.0125,-0.0113,0.0030,0.017
2.016000,0.0054,-0.0041,-0.0113,0.013
2.020000,0.0029,0.0148,-0.0088,0.017
2.025000,0.0076,0.0288,-0.0064,0.030
2.032000,0.0098,0.0284,-0.0064,0.031
2.035000,0.0000,0.0139,-0.0040,0.014
2.041000,-0.0072,-0.0123,0.0080,0.016
2.047000,-0.0096,-0.0334,0.0127,0.037
2.050000,0.0046,-0.0471,-0.0040,0.048
2.055000,0.0165,-0.0465,-0.0015,0.049
2.065000,0.0236,-0.0246,-0.0015,0.034
2.066000,0.0163,-0.0101,-0.0062,0.020
2.070000,0.0043,-0.0005,-0.0038,0.006
2.079000,-0.0052,-0.0005,0.0010,0.005
2.080000,-0.0052,-0.0053,0.0034,0.008
2.085000,-0.0028,-0.0029,0.0128,0.013
2.090000,0.0020,-0.0101,0.0151,0.018
2.094000,0.0138,-0.0149,0.0102,0.023
2.100000,0.0161,-0.0053,0.0172,0.024
2.104000,0.0066,0.0018,0.0075,0.010
2.111000,0.0043,0.0019,-0.0139,0.015
2.115000,-0.0027,0.0043,-0.0209,0.021
2.119000,-0.0098,0.0021,-0.0159,0.019
2.127000,-0.0097,-0.0121,-0.0110,0.019
2.130000,-0.0073,-0.0119,0.0034,0.014
2.135000,-0.0001,-0.0022,0.0271,0.027
2.139000,-0.0024,-0.0117,0.0340,0.036
2.145000,-0.0047,-0.0165,0.0076,0.019
2.150000,-0.0046,-0.0212,-0.0020,0.022
2.154000,0.0027,-0.0282,-0.0020,0.028
2.159000,0.0194,-0.0163,0.0051,0.026
2.164000,0.0195,0.0027,0.0192,0.027
2.168000,0.0004,0.0216,0.0190,0.029
2.174000,-0.0067,0.0308,0.0117,0.034
2.180000,-0.0161,0.0233,0.0045,0.029
2.184000,-0.0183,0.0135,0.0092,0.025
2.187000,-0.0205,0.0181,-0.0004,0.027
2.208000,-0.0204,0.0179,-0.0218,0.035
2.209000,-0.0108,0.0130,-0.0240,0.029
2.209000,-0.0013,0.0200,-0.0143,0.025
2.210000,-0.0037,0.0199,-0.0094,0.022
2.213000,0.0011,0.0173,0.0002,0.017
2.218000,0.0058,0.0100,0.0049,0.013
2.223000,0.0009,0.0051,0.0238,0.024
2.229000,0.0033,0.0145,0.0307,0.034
2.233000,0.0056,0.0119,0.0091,0.016
2.238000,0.0032,-0.0072,0.0043,0.009
2.245000,0.0056,-0.0143,0.0066,0.017
2.249000,0.0008,-0.0070,-0.0101,0.012
2.252000,-0.0088,0.0072,-0.0242,0.027
2.258000,-0.0064,0.0286,-0.0264,0.039
2.262000,-0.0088,0.0354,-0.0191,0.041
2.268000,-0.0135,0.0019,-0.0165,0.021
2.273000,-0.0135,-0.0242,-0.0116,0.030
2.283000,-0.0159,-0.0049,-0.0044,0.017
2.283000,0.0007,0.0118,0.0028,0.012
2.290000,0.0055,0.0023,0.0147,0.016
2.296000,-0.0160,0.0001,0.0122,0.020
2.297000,-0.0187,0.0262,-0.0069,0.033
2.302000,-0.0095,0.0474,0.0027,0.048
2.307000,-0.0025,0.0447,0.0098,0.046
2.312000,0.0019,0.0182,-0.0092,0.021
2.316000,-0.0080,-0.0270,-0.0068,0.029
2.322000,-0.0128,-0.0480,0.0052,0.050
2.327000,0.0015,-0.0522,0.0052,0.052
2.331000,0.0084,-0.0349,0.0100,0.037
2.338000,0.0059,-0.0036,0.0099,0.012
2.341000,-0.0015,0.0155,0.0027,0.016
2.346000,-0.0113,0.0178,-0.0115,0.024
2.351000,-0.0139,0.0175,-0.0091,0.024
2.356000,-0.0046,0.0196,0.0052,0.021
2.362000,0.0022,0.0145,-0.0020,0.015
2.366000,0.0043,-0.0046,-0.0091,0.011
2.370000,-0.0007,-0.0164,-0.0066,0.018
2.380000,-0.0056,-0.0257,0.0030,0.026
2.381000,-0.0080,-0.0372,0.0101,0.039
2.386000,-0.0104,-0.0343,0.0053,0.036
2.391000,-0.0056,-0.0220,-0.0066,0.024
2.396000,0.0040,-0.0028,-0.0089,0.010
2.400000,0.0038,0.0115,-0.0064,0.014
2.406000,0.0060,0.0208,-0.0111,0.024
2.410000,0.0130,0.0277,0.0008,0.031
2.416000,0.0080,0.0297,0.0174,0.035
2.421000,0.0055,0.0151,0.0125,0.020
2.427000,-0.0019,-0.0017,-0.0018,0.003
2.430000,-0.0114,-0.0063,-0.0065,0.015
2.435000,-0.0091,-0.0202,-0.0064,0.023
2.440000,-0.0044,-0.0150,0.0008,0.016
2.447000,-0.0022,-0.0098,-0.0015,0.010
2.450000,0.0025,-0.0118,0.0034,0.012
2.456000,0.0119,-0.0233,0.0105,0.028
2.464000,0.0118,-0.0490,0.0010,0.050
2.465000,0.0118,-0.0556,0.0058,0.057
2.470000,0.0143,-0.0289,0.0223,0.039
2.475000,0.0214,-0.0004,0.0411,0.046
2.481000,0.0261,0.0207,0.0478,0.058
2.485000,-0.0025,0.0463,0.0331,0.057
2.490000,-0.0216,0.1025,-0.0124,0.105
2.494000,-0.0122,0.1701,-0.0314,0.173
2.501000,-0.0148,0.1873,-0.0051,0.188
2.504000,-0.0198,0.1617,-0.0193,0.164
2.509000,-0.0343,0.0987,-0.0334,0.110
2.515000,-0.0369,-0.0134,-0.0497,0.063
2.519000,-0.0180,-0.0981,-0.0633,0.118
2.524000,0.0104,-0.1273,-0.0198,0.129
2.529000,0.0267,-0.1350,0.0280,0.140
2.534000,0.0336,-0.1073,0.0445,0.121
2.542000,0.0311,-0.0682,0.0561,0.094
2.544000,0.0120,-0.0298,0.0532,0.062
2.548000,0.0024,-0.0133,0.0384,0.041
2.553000,-0.0024,-0.0137,0.0213,0.025
2.561000,-0.0049,-0.0260,-0.0122,0.029
2.563000,-0.0099,-0.0500,-0.0312,0.060
2.568000,-0.0004,-0.0475,-0.0144,0.050
2.573000,0.0044,-0.0282,-0.0001,0.029
2.582000,-0.0074,-0.0065,-0.0143,0.017
2.583000,-0.0192,0.0151,-0.0260,0.036
2.587000,-0.0166,0.0248,-0.0138,0.033
2.598000,-0.0143,0.0226,-0.0136,0.030
2.599000,-0.0001,0.0038,-0.0181,0.019
2.602000,0.0141,-0.0266,-0.0108,0.032
2.607000,0.0211,-0.0427,0.0036,0.048
2.611000,0.0161,-0.0587,0.0179,0.063
2.617000,0.0136,-0.0748,0.0273,0.081
2.621000,0.0089,-0.0648,0.0484,0.081
2.626000,0.0043,-0.0289,0.0693,0.075
2.633000,-0.0194,-0.0005,0.0591,0.062
2.636000,-0.0336,0.0181,0.0182,0.042
2.642000,-0.0169,0.0461,-0.0153,0.051
2.646000,0.0042,0.0691,-0.0081,0.070
2.651000,0.0156,0.0777,-0.0128,0.080
2.657000,0.0105,0.0888,-0.0318,0.095
2.662000,-0.0161,0.1235,-0.0339,0.129
2.666000,-0.0331,0.1675,-0.0360,0.175
2.671000,-0.0262,0.2041,-0.0404,0.210
2.683000,-0.0099,0.2048,-0.0234,0.206
2.684000,-0.0201,0.1818,-0.0019,0.183
2.686000,-0.0397,0.1778,-0.0161,0.183
2.703000,-0.0379,0.1619,-0.0302,0.169
