time,wx,wy,wz
1.879,-0.00,0.00,0.01
1.882,-0.00,0.00,0.02
1.885,-0.00,0.00,0.01
1.886,-0.00,0.00,0.01
1.889,-0.00,0.00,0.01
1.892,-0.00,0.00,0.01
1.894,-0.00,0.00,0.01
1.896,-0.00,-0.00,0.01
1.901,-0.00,0.00,0.01
1.903,-0.00,0.00,0.01
1.904,-0.00,0.00,0.01
1.906,-0.00,0.00,0.01
1.909,-0.00,0.00,0.01
1.911,-0.00,0.00,0.01
1.914,-0.00,0.00,0.02
1.916,0.00,0.00,0.01
1.919,0.00,0.00,0.02
1.921,0.00,0.00,0.01
1.924,0.00,0.00,0.01
1.926,-0.00,0.00,0.01
1.929,0.00,0.00,0.01
1.931,-0.00,0.00,0.01
1.933,0.00,0.00,0.01
1.936,-0.00,0.00,0.01
1.938,-0.00,0.00,0.01
1.941,-0.00,0.00,0.01
1.944,-0.00,0.00,0.01
1.946,-0.00,0.00,0.01
1.948,-0.00,0.00,0.01
1.951,-0.00,0.00,0.01
1.953,-0.00,0.00,0.01
1.955,0.00,0.00,0.01
1.96,-0.00,0.00,0.01
1.961,0.00,0.00,0.01
1.963,-0.00,0.00,0.01
1.966,-0.00,0.00,0.01
1.968,0.00,-0.00,0.01
1.972,0.00,0.00,0.01
1.972,-0.00,0.00,0.01
1.977,-0.00,0.00,0.01
1.979,-0.00,0.00,0.01
1.98,-0.00,0.00,0.01
1.982,-0.00,0.00,0.01
1.986,-0.00,0.00,0.01
1.988,-0.00,0.00,0.01
1.99,-0.00,0.00,0.01
1.992,-0.00,0.00,0.01
1.994,-0.00,0.00,0.01
1.997,-0.00,0.00,0.01
2,-0.00,0.00,0.01
2.002,0.00,0.00,0.01
2.006,-0.00,0.00,0.01
2.007,-0.00,0.00,0.01
2.01,0.00,0.00,0.01
2.012,0.00,0.00,0.01
