time,gFx,gFy,gFz,TgF
0.004000,-0.1996,0.8096,0.5233,0.984
0.005000,-0.2006,0.8130,0.5287,0.990
0.005000,-0.2003,0.8162,0.5357,0.997
0.005000,-0.2001,0.8177,0.5431,1.002
0.005000,-0.1998,0.8179,0.5489,1.005
0.005000,-0.1986,0.8181,0.5546,1.008
0.011000,-0.1959,0.8184,0.5589,1.010
0.012000,-0.1906,0.8172,0.5636,1.011
0.012000,-0.1842,0.8179,0.5692,1.013
0.015000,-0.1788,0.8203,0.5753,1.018
0.017000,-0.1735,0.8230,0.5817,1.023
0.019000,-0.1676,0.8250,0.5870,1.026
0.046000,-0.1615,0.8260,0.5929,1.029
0.047000,-0.1544,0.8274,0.5973,1.032
0.047000,-0.1488,0.8289,0.5995,1.034
0.047000,-0.1429,0.8304,0.5997,1.034
0.047000,-0.1370,0.8313,0.5990,1.034
0.047000,-0.1327,0.8318,0.5961,1.032
0.048000,-0.1300,0.8318,0.5922,1.029
0.048000,-0.1283,0.8328,0.5900,1.029
0.048000,-0.1275,0.8348,0.5873,1.029
0.048000,-0.1265,0.8365,0.5851,1.029
0.048000,-0.1248,0.8382,0.5844,1.029
0.049000,-0.1236,0.8396,0.5836,1.030
0.052000,-0.1229,0.8426,0.5841,1.033
0.055000,-0.1224,0.8443,0.5848,1.034
0.058000,-0.1212,0.8443,0.5836,1.033
0.059000,-0.1195,0.8438,0.5839,1.033
0.062000,-0.1160,0.8453,0.5844,1.034
0.064000,-0.1129,0.8465,0.5839,1.034
0.066000,-0.1092,0.8472,0.5831,1.034
0.071000,-0.1050,0.8467,0.5824,1.033
0.071000,-0.1038,0.8455,0.5826,1.032
0.073000,-0.1043,0.8438,0.5841,1.032
0.076000,-0.1065,0.8423,0.5848,1.031
0.079000,-0.1099,0.8421,0.5851,1.031
0.082000,-0.1119,0.8404,0.5848,1.030
0.084000,-0.1148,0.8384,0.5846,1.029
0.088000,-0.1175,0.8365,0.5844,1.027
0.088000,-0.1202,0.8326,0.5831,1.024
0.091000,-0.1236,0.8284,0.5809,1.019
0.094000,-0.1258,0.8262,0.5778,1.016
0.096000,-0.1280,0.8235,0.5741,1.012
0.099000,-0.1322,0.8211,0.5695,1.008
0.101000,-0.1368,0.8199,0.5638,1.004
0.106000,-0.1400,0.8184,0.5587,1.001
0.107000,-0.1434,0.8162,0.5550,0.997
0.108000,-0.1473,0.8142,0.5511,0.994
0.111000,-0.1515,0.8142,0.5477,0.993
0.113000,-0.1549,0.8130,0.5455,0.991
0.116000,-0.1573,0.8147,0.5438,0.992
0.119000,-0.1590,0.8169,0.5414,0.993
0.128000,-0.1600,0.8155,0.5389,0.990
0.128000,-0.1607,0.8159,0.5375,0.990
0.128000,-0.1600,0.8172,0.5365,0.991
0.129000,-0.1585,0.8172,0.5355,0.990
0.131000,-0.1581,0.8164,0.5340,0.988
