time,gFx,gFy,gFz,TgF
0.009000,-0.1317,0.4444,0.7024,0.841
0.009000,-0.1297,0.4461,0.7141,0.852
0.010000,-0.1224,0.4478,0.7331,0.868
0.010000,-0.1141,0.4512,0.7576,0.889
0.010000,-0.1053,0.4549,0.7854,0.914
0.010000,-0.0955,0.4576,0.8128,0.938
0.010000,-0.0884,0.4590,0.8382,0.960
0.011000,-0.0828,0.4585,0.8614,0.979
0.011000,-0.0765,0.4593,0.8841,0.999
0.014000,-0.0684,0.4617,0.9044,1.018
0.015000,-0.0584,0.4649,0.9205,1.033
0.017000,-0.0486,0.4688,0.9339,1.046
0.028000,-0.0406,0.4725,0.9437,1.056
0.029000,-0.0354,0.4742,0.9491,1.062
0.029000,-0.0313,0.4737,0.9491,1.061
0.029000,-0.0288,0.4727,0.9452,1.057
0.030000,-0.0288,0.4715,0.9405,1.052
0.031000,-0.0296,0.4693,0.9330,1.045
0.034000,-0.0303,0.4661,0.9232,1.035
0.036000,-0.0327,0.4639,0.9149,1.026
0.039000,-0.0371,0.4632,0.9080,1.020
0.041000,-0.0410,0.4617,0.9000,1.012
0.044000,-0.0452,0.4610,0.8929,1.006
0.046000,-0.0479,0.4598,0.8880,1.001
0.050000,-0.0498,0.4583,0.8875,1.000
0.052000,-0.0528,0.4559,0.8865,0.998
0.056000,-0.0550,0.4515,0.8841,0.994
0.056000,-0.0562,0.4466,0.8848,0.993
0.059000,-0.0579,0.4424,0.8865,0.993
0.061000,-0.0594,0.4380,0.8907,0.994
0.063000,-0.0594,0.4356,0.8971,0.999
0.067000,-0.0591,0.4346,0.9041,1.005
0.070000,-0.0594,0.4319,0.9134,1.012
0.071000,-0.0586,0.4287,0.9215,1.018
0.074000,-0.0594,0.4253,0.9251,1.020
0.076000,-0.0608,0.4217,0.9249,1.018
0.079000,-0.0608,0.4187,0.9217,1.014
0.081000,-0.0611,0.4173,0.9159,1.008
0.084000,-0.0625,0.4151,0.9085,1.001
0.086000,-0.0650,0.4133,0.8993,0.992
0.088000,-0.0664,0.4129,0.8917,0.985
0.091000,-0.0684,0.4141,0.8836,0.978
0.094000,-0.0686,0.4163,0.8765,0.973
0.096000,-0.0655,0.4197,0.8731,0.971
0.098000,-0.0621,0.4236,0.8704,0.970
0.101000,-0.0559,0.4256,0.8697,0.970
0.104000,-0.0491,0.4297,0.8714,0.973
0.106000,-0.0447,0.4336,0.8743,0.977
0.109000,-0.0408,0.4383,0.8760,0.980
0.111000,-0.0362,0.4444,0.8809,0.987
0.114000,-0.0315,0.4478,0.8880,0.995
0.126000,-0.0286,0.4507,0.8963,1.004
0.126000,-0.0264,0.4549,0.9063,1.014
0.127000,-0.0254,0.4563,0.9168,1.024
0.127000,-0.0261,0.4566,0.9266,1.033
0.127000,-0.0266,0.4588,0.9349,1.042
0.128000,-0.0264,0.4600,0.9437,1.050
0.130000,-0.0269,0.4603,0.9532,1.059
0.133000,-0.0271,0.4605,0.9642,1.069
0.136000,-0.0286,0.4600,0.9769,1.080
0.138000,-0.0308,0.4585,0.9911,1.092
0.140000,-0.0342,0.4568,1.0065,1.106
0.143000,-0.0376,0.4568,1.0265,1.124
0.145000,-0.0396,0.4581,1.0510,1.147
0.148000,-0.0393,0.4605,1.0754,1.170
0.151000,-0.0423,0.4632,1.0954,1.190
0.153000,-0.0474,0.4625,1.1101,1.203
0.156000,-0.0525,0.4598,1.1196,1.211
0.157000,-0.0584,0.4581,1.1262,1.217
0.160000,-0.0628,0.4581,1.1318,1.223
0.162000,-0.0635,0.4598,1.1365,1.228
0.165000,-0.0603,0.4632,1.1374,1.230
0.169000,-0.0581,0.4673,1.1360,1.230
0.170000,-0.0557,0.4727,1.1350,1.231
0.172000,-0.0537,0.4815,1.1343,1.233
0.175000,-0.0547,0.4930,1.1345,1.238
0.177000,-0.0550,0.5054,1.1352,1.244
0.180000,-0.0564,0.5191,1.1370,1.251
0.184000,-0.0584,0.5343,1.1389,1.259
0.186000,-0.0596,0.5494,1.1413,1.268
0.187000,-0.0611,0.5589,1.1465,1.277
0.190000,-0.0625,0.5677,1.1541,1.288
0.192000,-0.0630,0.5795,1.1626,1.301
0.195000,-0.0652,0.5929,1.1734,1.316
0.197000,-0.0684,0.6081,1.1883,1.337
0.200000,-0.0738,0.6217,1.2068,1.360
0.203000,-0.0814,0.6352,1.2288,1.386
0.205000,-0.0877,0.6481,1.2545,1.415
0.207000,-0.0916,0.6594,1.2779,1.441
0.209000,-0.0933,0.6706,1.2960,1.462
0.212000,-0.0919,0.6806,1.3133,1.482
0.215000,-0.0889,0.6892,1.3297,1.500
0.219000,-0.0867,0.6987,1.3439,1.517
0.221000,-0.0872,0.7060,1.3563,1.532
0.222000,-0.0887,0.7119,1.3668,1.544
0.224000,-0.0882,0.7180,1.3769,1.555
0.227000,-0.0875,0.7219,1.3869,1.566
0.229000,-0.0855,0.7236,1.3954,1.574
