time,gFx,gFy,gFz,TgF
0.004000,-0.0733,0.6801,0.7529,1.017
0.004000,-0.0716,0.6799,0.7563,1.020
0.004000,-0.0706,0.6813,0.7576,1.021
0.005000,-0.0684,0.6816,0.7600,1.023
0.005000,-0.0669,0.6821,0.7620,1.025
0.005000,-0.0662,0.6840,0.7634,1.027
0.005000,-0.0652,0.6835,0.7642,1.027
0.006000,-0.0647,0.6840,0.7632,1.027
0.006000,-0.0638,0.6865,0.7644,1.029
0.006000,-0.0633,0.6884,0.7632,1.030
0.012000,-0.0647,0.6896,0.7580,1.027
0.013000,-0.0677,0.6894,0.7537,1.024
0.013000,-0.0686,0.6884,0.7495,1.020
0.020000,-0.0679,0.6874,0.7439,1.015
0.020000,-0.0689,0.6877,0.7402,1.013
0.020000,-0.0704,0.6874,0.7356,1.009
0.022000,-0.0723,0.6879,0.7307,1.006
0.024000,-0.0750,0.6894,0.7290,1.006
0.027000,-0.0762,0.6899,0.7270,1.005
0.029000,-0.0770,0.6909,0.7258,1.005
0.032000,-0.0787,0.6916,0.7248,1.005
0.034000,-0.0796,0.6916,0.7258,1.006
0.038000,-0.0794,0.6926,0.7268,1.007
0.039000,-0.0792,0.6933,0.7260,1.007
0.043000,-0.0787,0.6931,0.7287,1.009
0.045000,-0.0782,0.6938,0.7336,1.013
0.047000,-0.0772,0.6950,0.7383,1.017
0.049000,-0.0760,0.6970,0.7429,1.021
0.051000,-0.0760,0.6970,0.7485,1.026
0.054000,-0.0752,0.6960,0.7554,1.030
0.057000,-0.0738,0.6960,0.7615,1.034
0.060000,-0.0730,0.6948,0.7668,1.037
0.061000,-0.0726,0.6931,0.7717,1.040
0.064000,-0.0730,0.6909,0.7756,1.041
0.067000,-0.0735,0.6892,0.7791,1.043
0.069000,-0.0740,0.6870,0.7832,1.044
0.071000,-0.0762,0.6862,0.7849,1.045
0.074000,-0.0789,0.6845,0.7859,1.045
0.078000,-0.0831,0.6828,0.7886,1.046
0.083000,-0.0857,0.6816,0.7901,1.047
0.083000,-0.0857,0.6796,0.7893,1.045
0.084000,-0.0872,0.6777,0.7901,1.045
0.087000,-0.0884,0.6747,0.7896,1.042
0.090000,-0.0897,0.6740,0.7857,1.039
0.093000,-0.0909,0.6733,0.7815,1.036
0.094000,-0.0916,0.6728,0.7771,1.032
0.097000,-0.0931,0.6730,0.7734,1.029
0.099000,-0.0943,0.6716,0.7705,1.026
0.101000,-0.0960,0.6716,0.7678,1.025
0.104000,-0.0967,0.6725,0.7632,1.022
0.106000,-0.0960,0.6723,0.7602,1.019
0.110000,-0.0960,0.6723,0.7593,1.019
0.111000,-0.0963,0.6733,0.7551,1.016
0.114000,-0.0965,0.6730,0.7505,1.013
0.118000,-0.0965,0.6735,0.7495,1.012
0.119000,-0.0950,0.6740,0.7502,1.013
0.120000,-0.0931,0.6743,0.7495,1.012
0.124000,-0.0926,0.6747,0.7488,1.012
0.126000,-0.0904,0.6747,0.7468,1.011
0.128000,-0.0879,0.6755,0.7439,1.009
0.130000,-0.0875,0.6755,0.7422,1.007
0.133000,-0.0867,0.6745,0.7392,1.004
0.135000,-0.0870,0.6743,0.7378,1.003
0.138000,-0.0877,0.6728,0.7363,1.001
0.140000,-0.0884,0.6716,0.7341,0.999
0.145000,-0.0901,0.6728,0.7331,0.999
0.145000,-0.0919,0.6730,0.7329,0.999
0.149000,-0.0928,0.6735,0.7334,1.000
0.150000,-0.0933,0.6747,0.7356,1.003
0.153000,-0.0938,0.6765,0.7373,1.005
0.155000,-0.0950,0.6762,0.7392,1.006
0.158000,-0.0941,0.6735,0.7417,1.006
0.161000,-0.0923,0.6723,0.7427,1.006
0.163000,-0.0904,0.6725,0.7444,1.007
0.165000,-0.0887,0.6725,0.7471,1.009
0.168000,-0.0887,0.6713,0.7493,1.010
0.171000,-0.0872,0.6703,0.7493,1.009
0.173000,-0.0860,0.6694,0.7500,1.009
0.184000,-0.0882,0.6672,0.7515,1.009
0.185000,-0.0899,0.6657,0.7522,1.008
0.186000,-0.0911,0.6662,0.7534,1.010
0.186000,-0.0933,0.6679,0.7551,1.012
0.187000,-0.0945,0.6691,0.7580,1.016
0.187000,-0.0938,0.6691,0.7620,1.018
0.191000,-0.0919,0.6689,0.7659,1.021
0.193000,-0.0887,0.6699,0.7700,1.024
0.197000,-0.0860,0.6708,0.7725,1.027
0.198000,-0.0835,0.6718,0.7734,1.028
0.200000,-0.0811,0.6708,0.7749,1.028
0.202000,-0.0792,0.6699,0.7752,1.028
0.205000,-0.0779,0.6701,0.7727,1.026
0.207000,-0.0777,0.6696,0.7703,1.024
0.210000,-0.0784,0.6686,0.7671,1.021
0.212000,-0.0794,0.6691,0.7622,1.017
0.215000,-0.0796,0.6708,0.7593,1.016
0.217000,-0.0806,0.6708,0.7559,1.014
0.219000,-0.0843,0.6718,0.7507,1.011
0.222000,-0.0867,0.6728,0.7456,1.008
0.224000,-0.0872,0.6721,0.7427,1.005
0.228000,-0.0892,0.6701,0.7400,1.002
0.229000,-0.0897,0.6689,0.7375,1.000
0.232000,-0.0894,0.6694,0.7390,1.001
0.234000,-0.0897,0.6706,0.7397,1.002
0.236000,-0.0884,0.6713,0.7385,1.002
0.239000,-0.0862,0.6706,0.7390,1.002
0.242000,-0.0850,0.6716,0.7383,1.002
0.244000,-0.0835,0.6738,0.7368,1.002
0.246000,-0.0823,0.6730,0.7368,1.001
0.249000,-0.0838,0.6735,0.7370,1.002
0.251000,-0.0843,0.6747,0.7368,1.003
0.254000,-0.0848,0.6740,0.7366,1.002
0.256000,-0.0853,0.6745,0.7366,1.002
0.259000,-0.0855,0.6745,0.7358,1.002
0.265000,-0.0857,0.6725,0.7358,1.001
0.265000,-0.0857,0.6708,0.7378,1.001
0.266000,-0.0867,0.6689,0.7380,1.000
0.268000,-0.0872,0.6681,0.7388,1.000
0.271000,-0.0872,0.6699,0.7419,1.003
0.273000,-0.0877,0.6696,0.7436,1.005
0.276000,-0.0862,0.6686,0.7444,1.004
0.278000,-0.0848,0.6694,0.7441,1.004
0.281000,-0.0840,0.6696,0.7456,1.006
0.283000,-0.0823,0.6689,0.7480,1.007
