0,6.21,13.41,20.25
0,07.09,13.92,20.25
0,6.91,14.45,21.79
0,6.43,12.45,19.28
0,6.43,13.02,20.09
0,5.40,12.45,18.10
0,5.63,11.10,18.10
0,06.01,12.28,18.60
0,06.01,12.46,18.78
1,4.38,8.70,11.18
1,4.91,8.25,11.00
1,4.47,7.83,10.27
1,06.06,9.75,12.59
1,5.40,9.23,12.15
1,6.26,9.39,12.59
1,6.99,10.73,13.38
1,6.54,10.53,13.24
1,06.03,10.01,12.67
