time,gFx,gFy,gFz,TgF
0.002000,0.0090,0.6874,0.6046,0.916
0.003000,0.0056,0.6906,0.6005,0.915
0.003000,0.0012,0.6938,0.5985,0.916
0.003000,-0.0037,0.6970,0.6007,0.920
0.006000,-0.0066,0.7006,0.6046,0.925
0.006000,-0.0098,0.7041,0.6100,0.932
0.009000,-0.0129,0.7070,0.6176,0.939
0.013000,-0.0144,0.7089,0.6247,0.945
0.014000,-0.0149,0.7085,0.6325,0.950
0.026000,-0.0154,0.7067,0.6410,0.954
0.027000,-0.0147,0.7053,0.6513,0.960
0.027000,-0.0129,0.7019,0.6618,0.965
0.027000,-0.0112,0.6970,0.6723,0.968
0.027000,-0.0081,0.6933,0.6833,0.973
0.029000,-0.0046,0.6916,0.6948,0.980
0.032000,-0.0012,0.6896,0.7063,0.987
0.034000,0.0037,0.6882,0.7173,0.994
0.036000,0.0081,0.6877,0.7270,1.001
0.039000,0.0115,0.6874,0.7370,1.008
0.042000,0.0144,0.6889,0.7493,1.018
0.044000,0.0191,0.6906,0.7620,1.029
0.046000,0.0242,0.6923,0.7730,1.038
0.051000,0.0274,0.6945,0.7815,1.046
0.052000,0.0303,0.6955,0.7905,1.053
0.054000,0.0322,0.6970,0.7993,1.061
0.059000,0.0354,0.6989,0.8059,1.067
0.059000,0.0386,0.6989,0.8120,1.072
0.061000,0.0398,0.7006,0.8181,1.078
0.064000,0.0425,0.7021,0.8225,1.082
0.067000,0.0442,0.7024,0.8260,1.085
0.069000,0.0440,0.7016,0.8284,1.086
0.071000,0.0450,0.7004,0.8294,1.086
0.073000,0.0447,0.6994,0.8326,1.088
0.076000,0.0432,0.6989,0.8340,1.089
0.079000,0.0413,0.6962,0.8335,1.087
0.083000,0.0398,0.6928,0.8328,1.084
0.084000,0.0362,0.6909,0.8296,1.080
0.086000,0.0315,0.6889,0.8274,1.077
0.088000,0.0286,0.6874,0.8240,1.073
0.091000,0.0247,0.6855,0.8152,1.065
0.094000,0.0198,0.6816,0.8059,1.056
0.096000,0.0156,0.6777,0.7984,1.047
0.099000,0.0098,0.6755,0.7898,1.039
0.101000,0.0027,0.6733,0.7793,1.030
0.103000,-0.0027,0.6691,0.7676,1.018
0.106000,-0.0076,0.6664,0.7578,1.009
0.108000,-0.0127,0.6645,0.7500,1.002
0.110000,-0.0200,0.6625,0.7422,0.995
0.113000,-0.0261,0.6628,0.7361,0.991
0.116000,-0.0308,0.6645,0.7304,0.988
0.119000,-0.0366,0.6657,0.7253,0.985
0.120000,-0.0413,0.6660,0.7234,0.984
0.123000,-0.0445,0.6667,0.7212,0.983
0.125000,-0.0464,0.6679,0.7180,0.982
0.128000,-0.0471,0.6708,0.7173,0.983
0.130000,-0.0462,0.6738,0.7170,0.985
0.134000,-0.0445,0.6767,0.7160,0.986
0.135000,-0.0418,0.6777,0.7153,0.986
0.137000,-0.0391,0.6772,0.7141,0.985
0.140000,-0.0381,0.6767,0.7138,0.984
0.142000,-0.0359,0.6755,0.7141,0.984
0.145000,-0.0344,0.6750,0.7119,0.982
0.147000,-0.0340,0.6750,0.7097,0.980
0.150000,-0.0327,0.6750,0.7097,0.980
0.152000,-0.0315,0.6750,0.7107,0.981
0.155000,-0.0300,0.6757,0.7104,0.981
0.157000,-0.0305,0.6782,0.7094,0.982
0.160000,-0.0313,0.6816,0.7111,0.986
0.162000,-0.0313,0.6838,0.7151,0.990
0.176000,-0.0308,0.6872,0.7197,0.996
0.178000,-0.0276,0.6931,0.7280,1.006
0.178000,-0.0264,0.6975,0.7388,1.016
0.178000,-0.0235,0.7002,0.7490,1.026
0.179000,-0.0173,0.7045,0.7595,1.036
0.180000,-0.0137,0.7085,0.7710,1.047
0.180000,-0.0076,0.7089,0.7803,1.054
0.185000,-0.0020,0.7097,0.7874,1.060
0.185000,0.0017,0.7087,0.7913,1.062
0.192000,0.0051,0.7065,0.7930,1.062
0.193000,0.0071,0.7053,0.7942,1.062
0.193000,0.0090,0.7031,0.7930,1.060
0.194000,0.0093,0.7006,0.7903,1.056
0.197000,0.0068,0.6980,0.7857,1.051
0.204000,0.0042,0.6953,0.7788,1.044
0.205000,0.0000,0.6938,0.7710,1.037
0.205000,-0.0059,0.6914,0.7627,1.029
0.207000,-0.0122,0.6892,0.7546,1.022
0.209000,-0.0193,0.6882,0.7480,1.017
0.211000,-0.0264,0.6870,0.7414,1.011
0.214000,-0.0342,0.6855,0.7344,1.005
0.217000,-0.0398,0.6840,0.7265,0.999
0.219000,-0.0440,0.6833,0.7199,0.994
0.221000,-0.0493,0.6828,0.7151,0.990
0.224000,-0.0535,0.6826,0.7107,0.987
0.226000,-0.0562,0.6818,0.7075,0.984
0.231000,-0.0586,0.6816,0.7048,0.982
0.244000,-0.0599,0.6816,0.7045,0.982
0.245000,-0.0601,0.6828,0.7048,0.983
0.245000,-0.0589,0.6826,0.7072,0.985
0.246000,-0.0567,0.6823,0.7114,0.987
0.246000,-0.0562,0.6831,0.7124,0.989
0.247000,-0.0555,0.6831,0.7129,0.989
0.247000,-0.0557,0.6813,0.7138,0.988
0.251000,-0.0550,0.6791,0.7146,0.987
0.251000,-0.0535,0.6774,0.7160,0.987
0.254000,-0.0537,0.6774,0.7165,0.988
0.256000,-0.0547,0.6787,0.7158,0.988
0.258000,-0.0535,0.6774,0.7168,0.988
0.261000,-0.0523,0.6765,0.7185,0.988
0.263000,-0.0515,0.6762,0.7207,0.990
0.277000,-0.0493,0.6774,0.7243,0.993
0.278000,-0.0484,0.6811,0.7278,0.998
0.278000,-0.0469,0.6809,0.7307,1.000
0.279000,-0.0442,0.6811,0.7319,1.001
0.280000,-0.0413,0.6831,0.7329,1.003
0.280000,-0.0384,0.6831,0.7351,1.004
0.285000,-0.0359,0.6840,0.7368,1.006
0.285000,-0.0332,0.6840,0.7366,1.006
0.286000,-0.0332,0.6838,0.7356,1.005
0.288000,-0.0332,0.6855,0.7358,1.006
0.291000,-0.0330,0.6855,0.7373,1.007
0.293000,-0.0322,0.6848,0.7397,1.009
0.295000,-0.0308,0.6865,0.7417,1.011
0.305000,-0.0310,0.6884,0.7431,1.013
0.306000,-0.0298,0.6884,0.7441,1.014
0.306000,-0.0291,0.6894,0.7453,1.016
