time,gFx,gFy,gFz,TgF
0.004000,-0.1322,0.0474,0.7077,0.722
0.005000,-0.1449,0.0562,0.7031,0.720
0.005000,-0.1561,0.0718,0.7109,0.731
0.005000,-0.1656,0.0906,0.7324,0.756
0.006000,-0.1735,0.1134,0.7639,0.792
0.006000,-0.1774,0.1392,0.8067,0.838
0.006000,-0.1800,0.1678,0.8553,0.890
0.006000,-0.1818,0.1959,0.9012,0.940
0.011000,-0.1813,0.2204,0.9422,0.985
0.011000,-0.1778,0.2397,0.9816,1.026
0.021000,-0.1705,0.2531,1.0194,1.064
0.021000,-0.1632,0.2604,1.0519,1.096
0.022000,-0.1568,0.2590,1.0781,1.120
0.022000,-0.1500,0.2516,1.0981,1.137
0.023000,-0.1429,0.2401,1.1115,1.146
0.027000,-0.1375,0.2255,1.1164,1.147
0.028000,-0.1329,0.2106,1.1155,1.143
0.031000,-0.1297,0.1940,1.1064,1.131
0.033000,-0.1275,0.1774,1.0893,1.111
0.035000,-0.1270,0.1654,1.0705,1.091
0.038000,-0.1278,0.1581,1.0497,1.069
0.040000,-0.1295,0.1520,1.0292,1.048
0.044000,-0.1312,0.1480,1.0094,1.029
0.046000,-0.1324,0.1466,0.9867,1.006
0.048000,-0.1329,0.1461,0.9642,0.984
0.050000,-0.1334,0.1471,0.9440,0.965
0.054000,-0.1351,0.1480,0.9239,0.945
0.055000,-0.1373,0.1476,0.9044,0.927
0.058000,-0.1390,0.1468,0.8848,0.908
0.062000,-0.1407,0.1454,0.8673,0.891
0.063000,-0.1407,0.1451,0.8553,0.879
0.066000,-0.1397,0.1463,0.8477,0.872
0.069000,-0.1383,0.1476,0.8428,0.867
0.070000,-0.1339,0.1500,0.8396,0.863
0.073000,-0.1305,0.1527,0.8355,0.859
0.075000,-0.1302,0.1534,0.8316,0.856
0.078000,-0.1307,0.1537,0.8289,0.853
0.080000,-0.1334,0.1534,0.8272,0.852
0.084000,-0.1368,0.1522,0.8277,0.853
0.085000,-0.1397,0.1515,0.8294,0.855
0.088000,-0.1434,0.1500,0.8318,0.857
0.090000,-0.1444,0.1510,0.8350,0.861
0.093000,-0.1436,0.1520,0.8377,0.863
0.102000,-0.1432,0.1529,0.8421,0.868
0.103000,-0.1422,0.1581,0.8504,0.877
0.103000,-0.1429,0.1637,0.8604,0.887
0.103000,-0.1451,0.1688,0.8685,0.897
0.105000,-0.1454,0.1776,0.8773,0.907
0.107000,-0.1454,0.1871,0.8887,0.920
0.111000,-0.1439,0.1959,0.8990,0.931
0.115000,-0.1422,0.2072,0.9093,0.943
0.117000,-0.1402,0.2172,0.9181,0.954
0.117000,-0.1380,0.2243,0.9259,0.963
0.119000,-0.1353,0.2294,0.9308,0.968
0.122000,-0.1334,0.2316,0.9308,0.968
0.125000,-0.1324,0.2311,0.9293,0.967
0.128000,-0.1339,0.2277,0.9266,0.964
0.129000,-0.1378,0.2216,0.9222,0.958
0.132000,-0.1417,0.2130,0.9164,0.951
0.134000,-0.1449,0.2042,0.9107,0.945
0.137000,-0.1422,0.1969,0.9037,0.936
0.139000,-0.1331,0.1920,0.8931,0.923
0.141000,-0.1273,0.1913,0.8880,0.917
0.146000,-0.1300,0.1866,0.8927,0.921
0.147000,-0.1368,0.1759,0.9058,0.933
0.149000,-0.1412,0.1666,0.9190,0.945
0.152000,-0.1402,0.1593,0.9232,0.947
0.154000,-0.1349,0.1529,0.9244,0.947
0.156000,-0.1268,0.1480,0.9291,0.949
0.159000,-0.1190,0.1424,0.9354,0.954
0.162000,-0.1134,0.1344,0.9415,0.958
0.164000,-0.1094,0.1280,0.9486,0.963
