time,gFx,gFy,gFz,TgF
0.004000,0.0105,0.6300,0.7607,0.988
0.004000,0.0154,0.6330,0.7725,0.999
0.005000,0.0213,0.6354,0.7832,1.009
0.005000,0.0264,0.6357,0.7957,1.019
0.005000,0.0288,0.6357,0.8079,1.028
0.005000,0.0313,0.6354,0.8208,1.039
0.008000,0.0330,0.6332,0.8326,1.047
0.009000,0.0337,0.6305,0.8438,1.054
0.011000,0.0362,0.6264,0.8538,1.060
0.013000,0.0357,0.6215,0.8607,1.062
0.029000,0.0342,0.6166,0.8663,1.064
0.030000,0.0347,0.6124,0.8731,1.067
0.030000,0.0337,0.6081,0.8792,1.070
0.030000,0.0325,0.6034,0.8841,1.071
0.030000,0.0308,0.6007,0.8878,1.072
0.030000,0.0271,0.5978,0.8900,1.072
0.031000,0.0235,0.5949,0.8912,1.072
0.034000,0.0205,0.5907,0.8890,1.068
0.036000,0.0183,0.5866,0.8865,1.063
0.042000,0.0144,0.5848,0.8836,1.060
0.043000,0.0086,0.5824,0.8775,1.053
0.043000,0.0042,0.5800,0.8712,1.047
0.046000,0.0015,0.5778,0.8624,1.038
0.049000,-0.0024,0.5768,0.8511,1.028
0.051000,-0.0064,0.5760,0.8406,1.019
0.053000,-0.0071,0.5743,0.8296,1.009
0.056000,-0.0071,0.5743,0.8211,1.002
0.058000,-0.0068,0.5768,0.8133,0.997
0.060000,-0.0076,0.5775,0.8040,0.990
0.063000,-0.0081,0.5765,0.7984,0.985
0.066000,-0.0083,0.5748,0.7947,0.981
0.068000,-0.0083,0.5739,0.7903,0.977
0.071000,-0.0088,0.5756,0.7908,0.978
0.073000,-0.0107,0.5748,0.7937,0.980
0.075000,-0.0107,0.5721,0.7935,0.978
0.078000,-0.0125,0.5702,0.7937,0.977
0.080000,-0.0129,0.5695,0.7959,0.979
0.083000,-0.0144,0.5670,0.7988,0.980
0.085000,-0.0186,0.5633,0.8010,0.979
0.088000,-0.0191,0.5619,0.8020,0.979
0.090000,-0.0200,0.5619,0.8028,0.980
0.093000,-0.0198,0.5602,0.8035,0.980
0.095000,-0.0181,0.5602,0.8028,0.979
0.098000,-0.0173,0.5604,0.8040,0.980
0.100000,-0.0173,0.5599,0.8069,0.982
0.102000,-0.0169,0.5599,0.8089,0.984
0.105000,-0.0151,0.5611,0.8106,0.986
0.108000,-0.0142,0.5633,0.8125,0.989
0.111000,-0.0139,0.5651,0.8145,0.991
0.112000,-0.0125,0.5668,0.8150,0.993
0.126000,-0.0103,0.5663,0.8152,0.993
0.126000,-0.0086,0.5660,0.8167,0.994
0.127000,-0.0071,0.5673,0.8174,0.995
0.127000,-0.0071,0.5675,0.8162,0.994
0.127000,-0.0042,0.5677,0.8142,0.993
0.127000,0.0000,0.5697,0.8125,0.992
0.130000,0.0010,0.5702,0.8118,0.992
0.132000,0.0007,0.5690,0.8128,0.992
0.135000,0.0017,0.5690,0.8142,0.993
0.137000,0.0027,0.5699,0.8159,0.995
0.139000,0.0032,0.5702,0.8179,0.997
0.144000,0.0037,0.5695,0.8199,0.998
0.145000,0.0042,0.5685,0.8211,0.999
0.147000,0.0051,0.5680,0.8221,0.999
0.150000,0.0059,0.5680,0.8230,1.000
0.152000,0.0066,0.5677,0.8223,0.999
0.154000,0.0059,0.5673,0.8225,0.999
0.157000,0.0042,0.5668,0.8238,1.000
0.159000,0.0032,0.5655,0.8235,0.999
0.162000,0.0024,0.5651,0.8221,0.998
0.166000,0.0017,0.5658,0.8221,0.998
0.167000,0.0017,0.5655,0.8213,0.997
0.169000,0.0020,0.5658,0.8213,0.997
0.172000,0.0027,0.5673,0.8228,0.999
0.174000,0.0029,0.5675,0.8221,0.999
0.177000,0.0027,0.5680,0.8201,0.998
0.179000,0.0044,0.5680,0.8191,0.997
0.183000,0.0054,0.5695,0.8177,0.996
0.184000,0.0054,0.5697,0.8162,0.995
0.186000,0.0061,0.5690,0.8150,0.994
0.189000,0.0071,0.5704,0.8145,0.994
0.191000,0.0073,0.5707,0.8159,0.996
0.195000,0.0083,0.5704,0.8181,0.997
0.196000,0.0093,0.5719,0.8194,0.999
0.199000,0.0093,0.5741,0.8199,1.001
