time,wx,wy,wz
1.055,0.00,0.00,0.00
1.057,0.00,0.00,0.00
1.060,0.00,0.01,-0.00
1.064,-0.00,0.01,-0.00
1.065,0.00,0.01,-0.00
1.067,0.00,0.00,-0.00
1.070,0.00,0.00,-0.00
1.072,-0.00,0.01,-0.00
1.074,-0.00,0.00,-0.00
1.086,-0.00,0.01,-0.00
1.087,-0.00,0.01,-0.00
1.087,-0.00,0.01,-0.01
1.088,-0.00,0.00,-0.01
1.088,-0.00,0.01,-0.01
1.088,-0.00,0.01,-0.01
1.092,-0.00,0.01,-0.01
1.093,-0.00,0.00,-0.01
1.095,-0.01,0.00,-0.01
1.100,-0.00,0.00,-0.01
1.101,-0.00,0.00,-0.01
1.103,-0.01,0.00,-0.01
1.105,-0.01,0.00,-0.01
1.108,-0.01,0.00,-0.01
1.112,-0.01,0.01,-0.00
1.113,-0.00,0.00,-0.00
1.116,-0.00,0.00,-0.00
1.118,-0.01,0.00,-0.00
1.120,-0.00,0.00,-0.00
1.124,-0.00,-0.00,-0.00
1.126,-0.00,0.00,-0.00
1.128,-0.01,0.00,-0.00
1.130,-0.00,-0.00,-0.00
1.132,-0.00,0.00,-0.00
1.136,-0.01,0.00,0.00
1.138,-0.00,0.00,0.00
1.140,-0.00,0.00,0.00
1.145,-0.00,0.00,-0.00
1.145,-0.00,0.00,0.00
1.148,-0.00,0.00,0.00
1.150,-0.00,0.00,-0.00
1.153,-0.00,0.00,-0.00
1.155,-0.00,0.00,-0.00
1.157,-0.00,0.00,-0.00
1.161,-0.00,0.00,-0.00
1.162,-0.00,0.00,-0.00
1.165,-0.00,0.00,-0.00
1.168,-0.00,0.00,-0.01
1.171,-0.00,0.00,-0.01
1.173,-0.00,0.00,-0.00
1.175,-0.00,0.00,-0.01
1.181,-0.00,0.00,-0.01
1.182,-0.00,0.00,-0.01
1.183,-0.00,0.00,-0.01
1.185,-0.00,0.00,-0.01
1.187,-0.00,-0.00,-0.01
1.190,-0.00,-0.00,-0.01
1.191,-0.00,-0.00,-0.01
1.211,-0.00,-0.00,-0.01
1.211,-0.00,-0.01,-0.00
1.212,-0.00,-0.01,-0.00
1.212,-0.00,-0.01,-0.00
1.212,-0.00,-0.01,-0.01
1.212,-0.00,-0.01,-0.00
1.212,-0.00,-0.01,-0.00
1.212,-0.00,-0.01,-0.00
1.214,0.00,-0.01,-0.00
1.217,0.00,-0.01,-0.00
1.219,0.00,-0.01,-0.00
1.222,0.00,-0.01,-0.00
1.224,0.00,-0.01,-0.00
1.228,0.00,-0.01,-0.00
1.229,0.00,-0.00,-0.00
1.233,0.00,-0.01,-0.00
1.234,0.00,-0.00,-0.00
1.236,0.00,-0.00,-0.01
1.239,0.00,-0.00,-0.01
1.242,0.00,-0.00,-0.01
1.244,0.00,-0.00,-0.01
1.247,0.00,-0.00,-0.01
1.249,0.00,-0.00,-0.01
1.251,0.00,0.00,-0.01
1.254,0.00,0.00,-0.01
1.257,0.00,0.01,-0.01
1.260,0.00,0.00,-0.01
1.262,0.00,0.00,-0.01
1.264,0.00,0.01,-0.01
1.266,0.00,0.01,-0.00
1.269,0.00,0.00,-0.01
1.272,0.00,0.01,-0.00
1.274,0.00,0.01,-0.00
1.276,0.00,0.01,-0.00
1.280,0.00,0.00,-0.00
1.281,0.00,0.00,-0.00
1.283,0.00,0.00,-0.00
1.286,0.00,0.00,0.00
1.289,0.00,0.00,0.00
1.291,0.00,0.00,0.00
1.305,0.00,0.00,0.00
1.306,0.01,0.00,0.00
1.306,0.00,0.00,0.00
1.306,0.00,0.00,0.01
1.306,0.00,0.01,0.01
1.306,0.00,0.00,0.01
1.309,0.00,0.01,0.01
1.311,0.00,0.00,0.01
1.313,0.00,0.00,0.01
1.316,0.00,0.01,0.01
1.318,0.00,0.01,0.01
1.320,0.00,0.01,0.01
1.323,0.00,0.01,0.01
1.326,0.00,0.01,0.01
1.328,0.00,0.01,0.01
1.330,0.00,0.00,0.01
1.333,0.00,0.01,0.01
1.335,0.00,0.01,0.01
1.340,0.00,0.00,0.01
1.340,0.00,0.00,0.00
1.343,0.00,0.00,0.01
1.345,0.00,-0.00,0.00
1.348,0.00,-0.00,0.00
1.350,0.00,-0.00,0.01
1.353,0.00,-0.00,0.01
1.355,0.00,-0.00,0.00
1.358,0.00,-0.00,0.00
1.360,0.00,-0.01,0.00
1.363,0.00,-0.01,0.00
1.365,0.00,-0.01,0.00
1.367,0.00,-0.01,0.00
1.370,0.00,-0.01,0.00
1.372,0.00,-0.00,0.00
1.375,0.00,-0.00,0.00
1.379,0.00,-0.01,0.00
1.380,0.00,-0.01,0.00
1.382,0.00,-0.00,0.00
1.385,0.00,-0.00,0.00
1.388,0.00,0.00,0.00
1.389,0.00,0.00,0.00
1.392,0.00,0.00,0.00
1.404,0.00,-0.00,0.00
1.405,0.00,-0.00,0.00
1.405,0.00,-0.00,0.00
1.405,0.00,-0.00,0.00
1.405,0.00,-0.00,0.00
1.409,0.01,-0.00,0.00
1.411,0.00,-0.00,0.00
1.412,0.01,-0.00,0.00
1.415,0.00,0.00,-0.00
1.417,0.00,0.00,0.00
1.419,0.00,-0.00,0.00
1.421,0.00,0.00,0.00
1.424,0.00,-0.00,0.00
1.427,0.00,0.00,-0.00
1.431,0.00,-0.00,-0.00
1.433,0.00,-0.00,-0.00
1.433,0.00,-0.00,-0.00
1.436,0.00,-0.00,-0.00
1.439,0.00,-0.00,-0.00
1.442,0.00,-0.00,0.00
1.444,0.00,-0.00,0.00
1.446,0.00,-0.00,0.00
1.448,0.00,-0.00,0.00
1.451,0.00,-0.00,0.01
1.454,0.00,-0.01,0.01
1.456,0.00,-0.01,0.01
1.460,0.00,-0.01,0.01
1.462,0.01,-0.00,0.01
1.464,0.00,-0.00,0.01
1.466,0.01,-0.00,0.01
1.469,0.01,-0.00,0.01
1.471,0.01,-0.00,0.01
1.473,0.01,0.00,0.01
1.478,0.01,0.00,0.01
