time,wx,wy,wz
0,002,-0,02,0,01,0,00
0,002,-0,02,0,00,0,00
0,002,-0,02,0,00,0,00
0,002,-0,01,0,01,-0,01
0,003,-0,00,0,02,-0,01
0,003,0,01,0,04,-0,01
0,005,0,01,0,05,-0,01
0,007,0,02,0,06,-0,01
0,01,0,01,0,06,-0,00
0,012,0,01,0,05,-0,00
0,015,0,00,0,04,0,00
0,017,0,00,0,03,0,00
0,022,0,01,0,03,0,00
0,022,0,01,0,02,0,00
0,025,0,01,0,02,0,00
0,027,0,02,0,02,0,00
0,029,0,02,0,02,0,00
0,032,0,02,0,01,0,00
0,036,0,01,0,01,0,00
0,037,0,00,0,00,0,01
0,039,0,00,-0,01,0,01
0,042,0,00,-0,01,0,01
0,044,0,00,-0,01,0,01
0,047,0,00,-0,01,0,00
0,049,0,01,-0,02,0,00
0,051,0,01,-0,02,-0,00
0,054,0,01,-0,02,-0,00
0,056,0,00,-0,02,0,00
0,059,-0,00,-0,02,0,00
0,062,-0,00,-0,02,0,00
0,064,-0,00,-0,01,0,00
0,066,-0,00,-0,01,0,00
0,07,-0,00,-0,00,0,00
0,071,0,00,0,00,0,00
0,075,0,00,0,00,-0,00
0,076,0,00,0,00,-0,00
0,079,0,00,0,01,-0,00
0,081,-0,00,0,00,0,00
0,084,-0,00,0,01,0,00
0,086,-0,00,0,01,0,00
0,089,-0,00,0,02,0,00
0,091,0,00,0,02,0,00
0,094,0,01,0,02,0,00
0,096,0,01,0,03,0,00
0,098,0,01,0,03,0,00
0,101,0,01,0,02,0,00
0,11,0,00,0,02,0,00
0,11,0,00,0,02,0,00
0,11,-0,00,0,02,0,00
0,111,0,00,0,02,0,01
0,114,0,00,0,02,0,01
0,116,0,01,0,02,0,01
0,119,0,01,0,02,0,01
0,121,0,01,0,02,0,01
0,124,0,01,0,02,0,01
0,126,0,01,0,02,0,01
0,128,0,00,0,02,0,01
0,131,0,00,0,01,0,01
0,134,0,00,0,01,0,01
0,138,0,00,0,01,0,01
0,139,0,01,0,01,0,01
0,14,0,01,0,01,0,01
0,143,0,01,0,01,0,01
0,145,0,01,0,01,0,01
0,148,0,01,0,00,0,01
0,151,0,01,0,00,0,01
0,154,0,01,0,00,0,01
0,155,0,00,0,00,0,01
0,158,0,00,-0,00,0,01
0,16,0,01,-0,00,0,01
0,163,0,01,-0,01,0,01
0,165,0,00,-0,01,0,01
0,168,0,01,-0,01,0,01
0,17,0,01,-0,01,0,01
0,174,0,00,-0,00,0,01
0,175,0,00,-0,00,0,01
0,178,0,00,-0,00,0,01
0,18,0,00,-0,00,0,01
0,182,-0,00,-0,00,0,01
0,187,-0,00,-0,00,0,01
0,188,-0,00,-0,01,0,00
0,191,-0,00,-0,00,0,01
0,196,-0,00,-0,01,0,00
0,196,0,00,-0,01,0,00
0,198,-0,00,-0,01,0,00
0,2,-0,00,-0,01,0,00
0,205,-0,00,-0,00,0,00
0,205,-0,00,-0,00,0,00
0,208,-0,00,-0,00,0,00
0,21,-0,00,-0,00,0,00
0,212,-0,00,-0,01,0,00
0,215,0,00,-0,01,0,00
0,217,-0,00,-0,01,0,00
0,219,-0,00,-0,01,0,00
0,222,0,00,-0,01,0,00
0,225,0,00,-0,01,0,00
0,227,0,00,-0,01,0,01
0,229,-0,00,-0,01,0,00
0,232,-0,00,-0,00,0,01
